id;report_date;shift_time;staff_name;notes_for_next_shift;member_feedback;membership_cancel_requests;meaningful_conversations;tour_name;tour_followup_completed;facility_issues;busiest_areas;system_issues;management_notes;created_at;updated_at;created_by;arketa_screenshot_url;extracted_checkins;extracted_appointments;extracted_class_signups;notes_target_date;notes_target_shift;resolved;extracted_class_details;extracted_appointment_details;staff_id
ef2a21e8-de6c-40e1-9c07-26c2092bcff9;2026-01-17;PM;Grace Cotton;;"[{""sentiment"":""neutral"",""text"":""Jennifer Miller - has lost a shoe!""}]";;;;true;;Super chill day - not a whole lot going on.;;Joseph August came and stopped by the front desk - he toured with Dylan in November. Has super great energy and think he should be in the gym ASAP! I did mention we are at capacity but that I would escalate his situation to management. Crossing my fingers and toes for him!;2026-01-18 02:59:18.666935+00;2026-01-18 02:59:18.666935+00;;;;;;;;false;;;e8766151-cd80-4fe0-a22b-4b105128e0e2
da935d6a-14aa-4632-b806-bf543591469f;2026-01-23;AM;Angela, Tommy;;[];;;;true;;"Not as busy as usually on the gym floor around 8am 
Steady flow the rest of the morning 
Cafe busy 12:30 ";;"""We need more chargers for the front desk pls.  For old iPhone and new. Members are always asking us to charger their phones and teachers will take our chargers for class"" (I texted the instructors and asked them to bring their own chargers)";2026-01-26 20:42:21.838852+00;2026-01-26 20:42:21.838852+00;;;;;;;;false;;;
f23ec837-3f6c-42ee-8d78-63d8aea6f7a0;2026-02-01;PM;Dennis Clemente;;[];[CANCEL] Bianca Emde  - Not coming enough (End Date: 02/07/2026);;Jen Martin;true;The part to adjust this is missing ;Pretty mellow, busy for classes;;;2026-02-02 02:47:05.71974+00;2026-02-02 02:47:05.71974+00;;;;;;;;false;;;
59e83c93-ac3f-4533-bcf0-07ddc1392ce0;2026-02-08;AM;Lydia, Grace;Amanda Groves coming in for her 2nd x 30min HBOT at 3pm;"[{""sentiment"":""negative"",""text"":""He didn’t say this but member Fran Camaj (Gjusta partner) his app does not work every single time he comes in like clock work.""},{""sentiment"":""negative"",""text"":""There’s a weird overhead light in the womens steam and sauna and a member said it was too bright (in the steam at least)""}]";;;;true;"A woman’s locker is jammed and she can’t get her stuff out of her locker. None of the keys were working to unlock.
The cupboards with the magnetic cards SUCK. Need to find a new system - half of them don’t open. A lady wanted to buy the OSEA lip balm and couldn’t because 3 cupboards wouldn’t open. ";Solid flow starting from 8am;;Do you think we could get a rug for the front desk so the chairs aren’t so loud when we move around. Plez. Or new chairs with rolly Polly legs;2026-02-08 20:45:49.70286+00;2026-02-08 20:45:49.70286+00;;;;;;2026-02-08;PM;false;;;
013b2433-3d7a-4091-a6d0-4412a019e9f5;2025-12-18;PM;Kat, Dylan;;"[{""sentiment"":""negative"",""text"":""A member reported that there was a cockroach in the men’s sauna. He said he saw it run under the wooden benches. We should probably figure out where they are able to get in from and seal it off. Perhaps this should be relayed to Richard?""}]";"[CANCEL] Margaret Beim - Moving (End Date: 12/25/2025)

[PAUSE] Shadi Bastani - Travel [NON-PAID] (Pause Start: 12/25/2025)";;;true;;Not too busy ;;;2025-12-19 04:38:32.537456+00;2026-01-12 23:59:15.571325+00;;;269;16;115;;;false;"[{""capacity"":16,""instructor"":""Miwa Sakamoto"",""name"":""Mat Pilates (Heated)"",""signups"":12,""time"":""06:15 AM - 07:05 AM"",""waitlist"":0},{""capacity"":14,""instructor"":""Kolton Oie"",""name"":""Kettlebell Class 50 (High Roof)"",""signups"":5,""time"":""07:00 AM - 07:50 AM"",""waitlist"":0},{""capacity"":12,""instructor"":""Jenna Roth"",""name"":""Vinyasa Yoga 60 (Heated)"",""signups"":4,""time"":""07:15 AM - 08:15 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":5,""time"":""07:30 AM - 08:20 AM"",""waitlist"":1},{""capacity"":14,""instructor"":""Jenna Roth"",""name"":""Core Sculpt 45 (Heated)"",""signups"":10,""time"":""08:30 AM - 09:15 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":5,""time"":""08:30 AM - 09:20 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Alyssa Skye"",""name"":""Reformer Pilates"",""signups"":7,""time"":""09:30 AM - 10:20 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Kolton Oie"",""name"":""Circuit Strength 50 (Rooftop)"",""signups"":1,""time"":""09:30 AM - 10:20 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Adrianna Basin"",""name"":""Mat Pilates (Heated)"",""signups"":7,""time"":""10:30 AM - 11:20 AM"",""waitlist"":0},{""capacity"":12,""instructor"":""Peter Anderson"",""name"":""Vinyasa Yoga 60 (Heated)"",""signups"":11,""time"":""12:00 PM - 01:00 PM"",""waitlist"":0},{""capacity"":16,""instructor"":""Kelsey Good"",""name"":""Signature Sculpt (Heated)"",""signups"":15,""time"":""04:30 PM - 05:20 PM"",""waitlist"":2},{""capacity"":17,""instructor"":""Peter Anderson"",""name"":""Vinyasa Yoga 60 (Heated)"",""signups"":7,""time"":""05:30 PM - 06:30 PM"",""waitlist"":0},{""capacity"":8,""instructor"":""Kelsey Good"",""name"":""Reformer Pilates"",""signups"":6,""time"":""05:30 PM - 06:20 PM"",""waitlist"":0},{""capacity"":8,""instructor"":""Kelsey Good"",""name"":""Reformer Pilates"",""signups"":6,""time"":""06:30 PM - 07:20 PM"",""waitlist"":0},{""capacity"":14,""instructor"":""Peter Anderson"",""name"":""Yin Yoga into Fascia Release 60 (Heated)"",""signups"":5,""time"":""07:00 PM - 08:00 PM"",""waitlist"":0},{""capacity"":17,""instructor"":""Tommy McDonald"",""name"":""Vinyyasa Yoga 60 (Heated)"",""signups"":3,""time"":""06:30 AM - 07:30 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Abreah Griffin"",""name"":""Circuit Strength 50 (Rooftop)"",""signups"":3,""time"":""07:00 AM - 07:50 AM"",""waitlist"":0}]";"[{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Dr. Kevin Davi"",""time"":""07:00 AM - 07:55 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":true,""specialist"":""Ashley Joi"",""time"":""07:30 AM - 08:25 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Abreah Griffin"",""time"":""07:30 AM - 08:25 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Dr. Kevin Davi"",""time"":""08:00 AM - 08:55 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":true,""specialist"":""Abreah Griffin"",""time"":""09:00 AM - 09:55 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Abreah Griffin"",""time"":""09:00 AM - 09:55 AM""},{""appointment_type"":""Physical Therapy (Fridays)"",""cancelled"":false,""specialist"":""Dr. Kevin Davi"",""time"":""09:00 AM - 09:50 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Ashley Joi"",""time"":""09:30 AM - 10:25 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Kolton Oie"",""time"":""10:30 AM - 11:25 AM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Ashley Joi"",""time"":""12:00 PM - 12:55 PM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Cole Medders"",""time"":""04:30 PM - 05:25 PM""},{""appointment_type"":""50min Deep Reset Massage (Daily)"",""cancelled"":false,""specialist"":""Dr. Kevin Davi"",""time"":""07:00 AM - 07:50 AM""}]";
159884ec-2dff-4ef8-a365-b36e77d53d4c;2026-02-14;PM;Grace Cotton;;"[{""sentiment"":""positive"",""text"":""People loved the flower arrangements.""}]";;;;true;Locker 63 in mens broken ;Literalleh nothing happened today.;;Skevo Zembillas needs to update his payment method. Tried to run his card through Arketa for monthly payment but it didn’t go through. Felt awkward to tell him it wasn’t going through.;2026-02-15 02:28:29.635947+00;2026-02-15 02:28:29.635947+00;;;;;;;;false;;;e8766151-cd80-4fe0-a22b-4b105128e0e2
3a1fd533-b11b-4186-8278-f5b2743ba3c8;2026-02-21;AM;Dennis, Abbey, Grace, Hunter;;[];;;;true;;Mellow day;;;2026-02-21 21:01:38.002186+00;2026-02-21 21:01:38.002186+00;;;;;;;;false;;;
09d8314d-ec1c-4d05-b977-9eae2ce9507a;2025-12-20;AM;Hunter, Lydia;Kelseys sculpt class from thurs 18th, all members need to all be refunded because they weren’t checked in. We asked her to refund them so she may come by later for some help.;"[{""sentiment"":""positive"",""text"":""N/a""}]";;;No Tours;true;N/a;"Rooftop 8:30am
Main Gym 9am-11am
Recovery Room 10am

";;	-Peter Laporta has payed a couple months worth and initiation fee with the wrong card on file for his mother’s (Cindy) membership with the card on his account. We just switched his card to the one he wants on there. He wants payments from September, October, and December disputed and transferred over on the card we have on his mothers account, Cindy Laporta.;2025-12-20 20:59:06.683073+00;2025-12-21 02:22:00.232879+00;;;;;;2025-12-20;PM;true;;;
ea98306d-75e3-48fd-96b0-30ab82fcf2ec;2026-01-17;PM;Grace Cotton;;"[{""sentiment"":""neutral"",""text"":""Jennifer Miller - has lost a shoe!""}]";;;;true;;Super chill day - not a whole lot going on.;;Joseph August came and stopped by the front desk - he toured with Dylan in November. Has super great energy and think he should be in the gym ASAP! I did mention we are at capacity but that I would escalate his situation to management. Crossing my fingers and toes for him!;2026-01-18 03:00:10.784145+00;2026-01-18 03:00:10.784145+00;;;;;;;;false;;;e8766151-cd80-4fe0-a22b-4b105128e0e2
e8ebc7ab-1a6d-49e5-af54-c235d9c3569c;2026-01-24;PM;Grace/Dennis;"Ms. Boxrud paid for Joseph Rubin’s week pass. His wife, Jessica Powell might also come in tomorrow, if so she needs to be charged the 1 week membership but do it on Sinder Boxrud’s account and select the ‘paying for’ option in top right corner. :)
---
Ms. Boxrud paid for Joseph Rubin’s week pass. His wife, Jessica Powell might also come in tomorrow, if so she needs to be charged the 1 week membership but do it on Sinder Boxrud’s account and select the ‘paying for’ option in top right corner. :)";[];;;;true;"2nd shower on the right in the women’s door has this flappy thing coming off
---
2nd shower on the right in the women’s door has this flappy thing coming off";"Really quiet and uneventful Saturday evening!

---
Really quiet and uneventful Saturday evening!
";;"Can we pls get a template for PT & other private bookings - not seeing one in the master template.
Can we also maybe send an email to members showing them how to book things on the app - like a screen share - it could all be so simple.";2026-01-25 02:41:28.550471+00;2026-01-26 20:52:34.45716+00;;;;;;2026-01-25;AM;true;;;
ed685f48-d838-4f50-982e-c65fd2be6697;2026-02-01;PM;Hunter Johnson;;[];[CANCEL] Bianca Emde  - Not coming enough (End Date: 02/07/2026);;Jen Martin;true;The part to adjust this is missing ;Pretty mellow, busy for classes;;;2026-02-02 03:08:49.177708+00;2026-02-02 03:08:49.177708+00;;;;;;;;false;;;79b569b8-2e63-484c-bb2e-4ec1f4712c47
77e674c4-578b-4ae0-9e87-8bc04c92f0a0;2026-02-01;PM;Hunter Johnson;;[];[CANCEL] Bianca Emde  - Not coming enough (End Date: 02/07/2026);;Jen Martin;true;The part to adjust this is missing ;Pretty mellow, busy for classes;;;2026-02-02 03:09:23.205999+00;2026-02-02 03:09:23.205999+00;;;;;;;;false;;;79b569b8-2e63-484c-bb2e-4ec1f4712c47
ad106ab5-6a76-47f3-a9e0-708dd1082a7d;2026-02-08;AM;Lydia, Grace;Richard needs access to the women’s spa to fix a locker - he’s in touch with Valeria;;;;;false;;;;;2026-02-08 20:45:49.915733+00;2026-02-08 20:45:49.915733+00;;;;;;2026-02-08;PM;false;;;
c04deaaa-f3d3-4270-a17e-118cca32c803;2026-02-14;PM;Grace Cotton;;"[{""sentiment"":""positive"",""text"":""People loved the flower arrangement's.""}]";;;;true;Locker 63 in mens broken ;Literalleh nothing happened today.;;"Skevo Zembillas needs to update his payment method. Tried to run his card through Arketa for monthly payment but it didn’t go through. Felt awkward to tell him it wasn’t going through.

Also Elijah told me that he did the roof but something about him not being able to take the photo? Confused.";2026-02-15 02:50:25.334893+00;2026-02-15 02:50:25.334893+00;;;;;;;;false;;;e8766151-cd80-4fe0-a22b-4b105128e0e2
af233049-44d5-498b-8734-d41da2fda719;2025-12-21;AM;Lydia, Hunter;See Ryan jabs account and email, just want to make sure he will not be charged for a membership he says he didn’t sign up for. Keep his wife Laura’s application active.;;;;;false;;;;;2025-12-21 19:45:43.68639+00;2025-12-21 19:45:43.68639+00;;;;;;2025-12-21;PM;false;;;
a5b3ca42-d6c7-473a-a2a4-c4409e0416ec;2025-12-21;AM;Lydia, Hunter;See Ryan jabs account and email, just want to make sure he will not be charged for a membership he says he didn’t sign up for. Keep his wife Laura’s application active.;;;;;false;;;;;2025-12-21 21:00:02.820065+00;2025-12-21 21:00:02.820065+00;;;;;;2025-12-21;PM;false;;;
99e0c502-e2fd-4c23-85cd-8013ed036210;2026-01-17;PM;Grace Cotton;;"[{""sentiment"":""neutral"",""text"":""Jennifer Miller - has lost a shoe!""}]";;;;true;;Super chill day - not a whole lot going on.;;Joseph August came and stopped by the front desk - he toured with Dylan in November. Has super great energy and think he should be in the gym ASAP! I did mention we are at capacity but that I would escalate his situation to management. Crossing my fingers and toes for him!;2026-01-18 03:00:23.824798+00;2026-01-18 03:00:23.824798+00;;;;;;;;false;;;e8766151-cd80-4fe0-a22b-4b105128e0e2
128f3b3b-5007-4674-819f-84855d99de10;2025-12-21;AM;Lydia, Hunter;Waiting for Tyler Hazard to confirm his pause or cancel membership;"[{""sentiment"":""positive"",""text"":""Bryan McDonald would like to purchase a black HUME hat if available""}]";;;;true;Right handle on T bar row is missing;"8:30am Cardio
-Not very busy today though";;Kenny Mayo member/instructor suggested that one of the women's cold plunge stay above 55 degrees in an email;2025-12-21 19:45:43.294952+00;2025-12-22 21:27:55.648766+00;;;;;;2025-12-21;PM;true;;;
43ddf69d-0c7d-4444-8394-0b667e570141;2025-12-21;AM;Lydia, Hunter;Waiting for Tyler Hazard to confirm his pause or cancel membership;"[{""sentiment"":""positive"",""text"":""N/A""}]";[PAUSE] Nabilah Jiwani <nabilah.jiwani@gmail.com> - Pregnancy [NON-PAID] (Pause Start: 01/01/2026, End: 06/01/2026);;;true;Right handle on T bar row is missing;"8:30am Cardio
-Not very busy today though";;Kenny Mayo member/instructor suggested that one of the women's cold plunge stay above 55 degrees in an email;2025-12-21 21:00:02.477261+00;2025-12-22 21:27:58.109223+00;;;;;;2025-12-21;PM;true;;;
425d7852-0c6d-4037-817d-f6c55b7fdd5d;2025-12-20;PM;Grace/Dennis;Not sure what to do about Angela email - RE day pass;[];;;;true;"The plants in the women’s are looking really sad.
One of the handles has fallen off this machine. It is on the shelf at the front desk cupboard (far right)";Literally not a single thing happened today.;;;2025-12-21 02:58:14.328842+00;2026-01-12 23:59:15.571325+00;;;236;14;115;2025-12-21;AM;true;"[{""capacity"":16,""instructor"":""Jackie Miller"",""name"":""Signature Sculpt (Heated)"",""signups"":13,""time"":""08:00 AM - 08:50 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":8,""time"":""08:30 AM - 09:20 AM"",""waitlist"":4},{""capacity"":20,""instructor"":""Liz Chen"",""name"":""Mat Pilates (Rooftop)"",""signups"":7,""time"":""09:00 AM - 09:50 AM"",""waitlist"":0},{""capacity"":14,""instructor"":""Peter Anderson"",""name"":""Breathwork 60 (Ground Floor)"",""signups"":1,""time"":""09:15 AM - 10:15 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":8,""time"":""09:30 AM - 10:20 AM"",""waitlist"":5},{""capacity"":16,""instructor"":""Ashley Joi"",""name"":""Focused Strength 50: Glutes/Posterior Chain (Rooftop)"",""signups"":9,""time"":""10:00 AM - 10:50 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Alyssa Skye"",""name"":""Reformer Pilates"",""signups"":8,""time"":""10:30 AM - 11:20 AM"",""waitlist"":1},{""capacity"":17,""instructor"":""Peter Anderson"",""name"":""Vinyasa Yoga 75 (Heated)"",""signups"":15,""time"":""10:30 AM - 11:45 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Kelsey Good"",""name"":""Signature Sculpt (Heated)"",""signups"":13,""time"":""08:30 AM - 09:20 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Ian Cahir"",""name"":""Reformer Pilates"",""signups"":8,""time"":""09:00 AM - 09:50 AM"",""waitlist"":3},{""capacity"":17,""instructor"":""Peter Anderson"",""name"":""Vinyasa Yoga 60 (Heated)"",""signups"":6,""time"":""09:30 AM - 10:30 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Kelsey Good"",""name"":""Reformer Pilates"",""signups"":8,""time"":""10:00 AM - 10:50 AM"",""waitlist"":4},{""capacity"":14,""instructor"":""Peter Anderson"",""name"":""Yin Yoga into Fascia Release 60 (Heated)"",""signups"":3,""time"":""10:45 AM - 11:45 AM"",""waitlist"":0},{""capacity"":8,""instructor"":""Ian Cahir"",""name"":""Reformer Pilates - Tower"",""signups"":8,""time"":""11:15 AM - 12:05 PM"",""waitlist"":2},{""capacity"":20,""instructor"":""Tommy McDonald"",""name"":""Vinyasa Yoga 75 (Heated)"",""signups"":5,""time"":""04:00 PM - 05:15 PM"",""waitlist"":0},{""capacity"":16,""instructor"":""Kenny Mayo"",""name"":""Yin Yoga 45 (Heated)"",""signups"":1,""time"":""06:00 PM - 06:45 PM"",""waitlist"":0},{""capacity"":8,""instructor"":""Miwa Sakamoto"",""name"":""Reformer Pilates"",""signups"":5,""time"":""07:00 AM - 07:50 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Amanda Ferree"",""name"":""Mat Pilates (Heated)"",""signups"":3,""time"":""07:45 AM - 08:35 AM"",""waitlist"":0},{""capacity"":16,""instructor"":""Julian Turner"",""name"":""Circuit Strength 50 (Rooftop)"",""signups"":1,""time"":""08:00 AM - 08:50 AM"",""waitlist"":0}]";"[{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Ashley Joi"",""time"":""09:00 AM - 09:55 AM""},{""appointment_type"":""50min Deep Reset Massage (Daily)"",""cancelled"":true,""specialist"":""Louis Fisher"",""time"":""11:00 AM - 11:50 AM""},{""appointment_type"":""50min Deep Reset Massage (Daily)"",""cancelled"":false,""specialist"":""Louis Fisher"",""time"":""12:00 PM - 12:50 PM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Raisa Lilling"",""time"":""03:00 PM - 03:55 PM""},{""appointment_type"":""Macro Nutrition Strategy Program - First Session"",""cancelled"":false,""specialist"":""Liz Biscevic"",""time"":""11:00 AM - 11:45 AM""},{""appointment_type"":""Metabolic Testing with Coach Gareth"",""cancelled"":false,""specialist"":""Coach Gareth Thomas"",""time"":""12:00 PM - 01:30 PM""},{""appointment_type"":""90min Deep Reset Massage"",""cancelled"":false,""specialist"":""Chase Riner"",""time"":""12:00 PM - 01:30 PM""},{""appointment_type"":""Personal Training Session"",""cancelled"":false,""specialist"":""Kolton Oie"",""time"":""07:15 AM - 08:10 AM""},{""appointment_type"":""Duo Training Session"",""cancelled"":false,""specialist"":""Ashley Joi"",""time"":""07:30 AM - 08:25 AM""}]";
12a60925-ae2e-460f-a00f-b915cae286d5;2026-01-26;AM;Dennis, Kat;;[];;;;true;"The under lighting in the Men’s Spa Steam room has broken off. 
Handle fell off the t-bar ";This morning was pretty busy. 9-10AM;;;2026-01-26 21:16:19.175229+00;2026-01-26 21:16:19.175229+00;;;;;;;;false;;;
50a91bff-4507-427c-9d04-eaa51b90299d;2026-01-31;PM;Dennis/Grace;;[];[PAUSE] Marta Castellano <marta.cguillen@gmail.com> - Pregnancy [NON-PAID] (Pause Start: 02/11/2026);;;true;Men’s Spa water is gone. I Believe women spa has is since theirs cracked yesterday.;no notes left;;The Mastercard clients were kind of a shit show - would be great to have a sit down team meeting and explain that whole process so we can make the experience more seamless and enjoyable for them. As it was kind of sloppy and we weren’t exactly sure what was going on.;2026-02-02 19:04:58.711469+00;2026-02-02 19:04:58.711469+00;;;;;;;;false;;;
f524d1a8-bcf5-4e25-a7ad-8543fca8f56f;2026-02-08;PM;Lydia Engel;;[];;;;true;;Pretty slow day today due to Super Bowl. ;;;2026-02-09 02:42:52.454251+00;2026-02-09 02:42:52.454251+00;;;;;;;;false;;;4aa6ccce-23a8-4e37-863c-5b5bcbba1e14
38fb2e46-434f-40e1-9c26-56fbb94ef149;2026-02-15;AM;Lydia, Hunter, Kat, Grace;nope;"[{""sentiment"":""positive"",""text"":""N/A""}]";;;No Tours This AM;true;Mens water filter is beeping when you turn the water faucet on next to the spa water;"	-Main Gym 9am
-Cardio 11am
Mainly really slow
";;	-Ciencia mentioned she wasn’t able to check in michelle minkler from mastercard. We tried and it says something about payment card.;2026-02-15 20:34:08.52633+00;2026-02-15 20:34:08.52633+00;;;;;;2026-02-15;PM;false;;;
3d563c64-73c9-4b2f-9164-8f7f168de7d1;2025-12-19;AM;Tommy, Angela;Read holiday closure instructions from Jillian in the email to get caught up. For now do not reply to any responses and just forward everything to Jillian   - !!! HBOT out at 2:05 !!!;"[{""sentiment"":""neutral"",""text"":""We should put towels in the impact room ""}]";"[PAUSE] Katie Cirulli - Illness/Injury [NON-PAID] (Pause Start: 01/07/2026, End: 03/19/2026)

[CANCEL] Alexandra Seros - Lives too far (End Date: 01/19/2026)";;;true;;usual;;;2025-12-22 19:15:56.105149+00;2025-12-22 19:15:56.105149+00;;;;;;2025-12-19;PM;false;;;
